LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,Default_Payment,Bill_Amount_Total,Pay_Amount_Total,Bill_Amount_Average,Pay_Amount_Average,Repayment_Status_Total,Repayment_Status_Average,Bill_Amount_Total_cluster,Bill_Amount_Average_cluster,Pay_Amount_Total_cluster,Pay_Amount_Average_cluster,Repayment_Status_Total_cluster,Repayment_Status_Average_cluster,AGE_cluster
140000,1,1,2,26,0,33320,16248,5553.333333333333,2708.0,-6,-1.0,0,0,0,0,5,1,6
50000,1,1,2,27,0,308001,10821,51333.5,1803.5,4,0.6666666666666666,3,3,0,0,1,0,6
50000,1,2,2,25,0,291759,7400,48626.5,1233.3333333333333,0,0.0,3,3,0,0,4,4,3
10000,1,2,2,26,0,53248,14687,8874.666666666666,2447.8333333333335,0,0.0,0,0,0,0,4,4,6
50000,1,1,2,25,0,124416,7845,20736.0,1307.5,0,0.0,0,0,0,0,4,4,3
50000,1,2,2,26,0,164130,10000,27355.0,1666.6666666666667,0,0.0,0,0,0,0,4,4,6
20000,1,1,2,25,0,71826,8200,11971.0,1366.6666666666667,0,0.0,0,0,0,0,4,4,3
200000,1,1,2,26,0,21953,24270,3658.8333333333335,4045.0,-12,-2.0,0,0,0,0,0,2,6
40000,1,1,2,26,0,104541,21066,17423.5,3511.0,0,0.0,0,0,0,0,4,4,6
30000,1,2,2,23,0,74005,5196,12334.166666666666,866.0,4,0.6666666666666666,0,0,0,0,1,0,3
20000,1,2,2,23,1,86696,6074,14449.333333333334,1012.3333333333334,4,0.6666666666666666,0,0,0,0,1,0,3
50000,1,2,2,23,0,237750,98998,39625.0,16499.666666666668,-1,-0.16666666666666666,3,3,2,2,4,4,3
20000,1,3,2,24,0,4306,4211,717.6666666666666,701.8333333333334,-3,-0.5,0,0,0,0,2,9,3
130000,1,2,2,25,0,459652,18100,76608.66666666667,3016.6666666666665,2,0.3333333333333333,1,1,0,0,1,0,3
160000,1,2,2,25,0,28161,4528,4693.5,754.6666666666666,0,0.0,0,0,0,0,4,4,3
110000,1,2,2,25,0,396197,255382,66032.83333333333,42563.666666666664,-3,-0.5,3,3,1,1,2,9,3
50000,1,2,2,37,1,109523,6339,18253.833333333332,1056.5,0,0.0,0,0,0,0,4,4,4
50000,1,2,2,25,0,287309,29308,47884.833333333336,4884.666666666667,11,1.8333333333333333,3,3,0,0,3,3,3
240000,1,2,2,26,0,590304,196130,98384.0,32688.333333333332,0,0.0,1,1,1,1,4,4,6
20000,1,2,2,27,0,8323,2086,1387.1666666666667,347.6666666666667,-4,-0.6666666666666666,0,0,0,0,2,9,6
500000,1,3,2,30,0,25406,24216,4234.333333333333,4036.0,-3,-0.5,0,0,0,0,2,9,0
60000,1,2,2,26,0,296786,12713,49464.333333333336,2118.8333333333335,0,0.0,3,3,0,0,4,4,6
50000,1,3,2,25,0,284503,14951,47417.166666666664,2491.8333333333335,4,0.6666666666666666,3,3,0,0,1,0,3
50000,1,2,2,24,0,217927,7632,36321.166666666664,1272.0,0,0.0,3,3,0,0,4,4,3
20000,1,2,2,25,0,2730,1950,455.0,325.0,-5,-0.8333333333333334,0,0,0,0,5,1,3
30000,1,2,2,25,0,180739,12412,30123.166666666668,2068.6666666666665,0,0.0,3,3,0,0,4,4,3
80000,1,2,1,25,0,437963,13918,72993.83333333333,2319.6666666666665,5,0.8333333333333334,3,3,0,0,6,7,3
20000,1,2,1,25,0,99255,7736,16542.5,1289.3333333333333,0,0.0,0,0,0,0,4,4,3
10000,1,2,2,26,0,71930,7940,11988.333333333334,1323.3333333333333,0,0.0,0,0,0,0,4,4,6
20000,1,-1,2,26,0,100192,6618,16698.666666666668,1103.0,-2,-0.3333333333333333,0,0,0,0,2,9,6
100000,1,1,2,26,1,8214,5800,1369.0,966.6666666666666,-2,-0.3333333333333333,0,0,0,0,2,9,6
50000,1,2,2,23,0,234889,8078,39148.166666666664,1346.3333333333333,4,0.6666666666666666,3,3,0,0,1,0,3
60000,1,2,2,26,1,286069,12775,47678.166666666664,2129.1666666666665,0,0.0,3,3,0,0,4,4,6
400000,1,2,2,27,0,76453,16521,12742.166666666666,2753.5,0,0.0,0,0,0,0,4,4,6
20000,1,-1,2,27,0,122826,900,20471.0,150.0,18,3.0,0,0,0,0,9,8,6
50000,1,3,2,27,0,32680,470,5446.666666666667,78.33333333333333,-6,-1.0,0,0,0,0,5,1,6
110000,1,2,2,27,0,632959,30500,105493.16666666667,5083.333333333333,0,0.0,1,1,0,0,4,4,6
30000,1,3,2,23,0,33691,29614,5615.166666666667,4935.666666666667,-3,-0.5,0,0,0,0,2,9,3
230000,1,2,2,27,0,114039,13742,19006.5,2290.3333333333335,0,0.0,0,0,0,0,4,4,6
20000,1,3,-1,23,0,110059,26435,18343.166666666668,4405.833333333333,0,0.0,0,0,0,0,4,4,3
30000,1,1,2,24,0,25776,6519,4296.0,1086.5,2,0.3333333333333333,0,0,0,0,1,0,3
90000,1,2,2,25,0,417304,14857,69550.66666666667,2476.1666666666665,0,0.0,3,3,0,0,4,4,3
30000,1,2,2,25,1,155228,11713,25871.333333333332,1952.1666666666667,2,0.3333333333333333,0,0,0,0,1,0,3
20000,1,3,2,24,1,110865,4336,18477.5,722.6666666666666,9,1.5,0,0,0,0,6,7,3
20000,1,2,2,24,1,89939,9260,14989.833333333334,1543.3333333333333,5,0.8333333333333334,0,0,0,0,6,7,3
50000,1,2,2,24,0,87776,6102,14629.333333333334,1017.0,0,0.0,0,0,0,0,4,4,3
80000,1,2,2,25,0,2496,2496,416.0,416.0,-6,-1.0,0,0,0,0,5,1,3
120000,1,1,2,28,0,16656,20873,2776.0,3478.8333333333335,-6,-1.0,0,0,0,0,5,1,6
50000,1,2,2,25,0,31304,27891,5217.333333333333,4648.5,-4,-0.6666666666666666,0,0,0,0,2,9,3
200000,1,1,2,26,0,282238,16358,47039.666666666664,2726.3333333333335,0,0.0,3,3,0,0,4,4,6
150000,1,2,2,25,0,775461,29806,129243.5,4967.666666666667,0,0.0,1,1,0,0,4,4,3
360000,1,1,2,24,1,3759,1786,626.5,297.6666666666667,-4,-0.6666666666666666,0,0,0,0,2,9,3
60000,1,1,2,25,0,253466,11275,42244.333333333336,1879.1666666666667,6,1.0,3,3,0,0,6,7,3
80000,1,2,2,25,0,320910,7932,53485.0,1322.0,3,0.5,3,3,0,0,1,0,3
320000,1,1,2,25,0,988169,62755,164694.83333333334,10459.166666666666,0,0.0,4,4,2,2,4,4,3
140000,1,2,2,25,1,770778,29390,128463.0,4898.333333333333,2,0.3333333333333333,1,1,0,0,1,0,3
20000,1,2,1,26,1,6300,0,1050.0,0.0,16,2.6666666666666665,0,0,0,0,9,8,6
110000,1,2,2,26,0,74380,4545,12396.666666666666,757.5,0,0.0,0,0,0,0,4,4,6
190000,1,2,2,26,0,270207,32000,45034.5,5333.333333333333,6,1.0,3,3,0,0,6,7,6
130000,1,2,2,25,0,547123,27071,91187.16666666667,4511.833333333333,6,1.0,1,1,0,0,6,7,3
160000,1,1,2,26,1,496455,36113,82742.5,6018.833333333333,-2,-0.3333333333333333,1,1,0,0,2,9,6
260000,1,1,2,26,0,1187107,44620,197851.16666666666,7436.666666666667,0,0.0,4,4,2,2,4,4,6
80000,1,1,2,26,0,17995,10584,2999.1666666666665,1764.0,-6,-1.0,0,0,0,0,5,1,6
50000,1,2,2,25,1,252239,21515,42039.833333333336,3585.8333333333335,11,1.8333333333333333,3,3,0,0,3,3,3
100000,1,1,2,26,0,560485,25900,93414.16666666667,4316.666666666667,0,0.0,1,1,0,0,4,4,6
20000,1,2,2,27,1,51458,3778,8576.333333333334,629.6666666666666,7,1.1666666666666667,0,0,0,0,6,7,6
210000,1,2,2,27,0,1873,1628,312.1666666666667,271.3333333333333,0,0.0,0,0,0,0,4,4,6
160000,1,2,2,28,0,228798,21349,38133.0,3558.1666666666665,-1,-0.16666666666666666,3,3,0,0,4,4,6
340000,1,1,2,26,0,1257739,52532,209623.16666666666,8755.333333333334,0,0.0,4,4,2,2,4,4,6
70000,1,3,2,27,1,369698,15555,61616.333333333336,2592.5,14,2.3333333333333335,3,3,0,0,3,3,6
50000,1,1,2,27,1,189328,10864,31554.666666666668,1810.6666666666667,4,0.6666666666666666,3,3,0,0,1,0,6
60000,1,1,2,26,0,145314,40783,24219.0,6797.166666666667,-2,-0.3333333333333333,0,0,2,2,2,9,6
20000,1,3,2,27,1,6600,0,1100.0,0.0,21,3.5,0,0,0,0,9,8,6
50000,1,1,2,27,0,228453,10576,38075.5,1762.6666666666667,4,0.6666666666666666,3,3,0,0,1,0,6
240000,1,1,2,26,0,23058,18470,3843.0,3078.3333333333335,-7,-1.1666666666666667,0,0,0,0,5,1,6
20000,1,2,2,23,0,71315,8190,11885.833333333334,1365.0,0,0.0,0,0,0,0,4,4,3
50000,1,2,2,25,0,162631,7646,27105.166666666668,1274.3333333333333,0,0.0,0,0,0,0,4,4,3
130000,1,2,2,25,0,125635,6397,20939.166666666668,1066.1666666666667,0,0.0,0,0,0,0,4,4,3
50000,1,2,2,25,0,144926,6817,24154.333333333332,1136.1666666666667,0,0.0,0,0,0,0,4,4,3
130000,1,2,2,27,0,24263,18691,4043.8333333333335,3115.1666666666665,-6,-1.0,0,0,0,0,5,1,6
20000,1,1,2,27,0,108299,7565,18049.833333333332,1260.8333333333333,0,0.0,0,0,0,0,4,4,6
370000,1,-1,1,28,0,85284,120060,14214.0,20010.0,-5,-0.8333333333333334,0,0,2,2,5,1,6
110000,1,3,1,27,0,350767,94332,58461.166666666664,15722.0,-2,-0.3333333333333333,3,3,2,2,2,9,6
200000,1,3,2,28,0,1150725,34042,191787.5,5673.666666666667,0,0.0,4,4,0,0,4,4,6
160000,1,3,2,26,0,265407,57100,44234.5,9516.666666666666,0,0.0,3,3,2,2,4,4,6
310000,1,2,2,26,0,1714452,67018,285742.0,11169.666666666666,0,0.0,2,2,2,2,4,4,6
90000,1,1,2,27,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,6
20000,1,2,2,22,1,96677,4681,16112.833333333334,780.1666666666666,11,1.8333333333333333,0,0,0,0,3,3,3
30000,1,-1,2,23,0,30830,0,5138.333333333333,0.0,-8,-1.3333333333333333,0,0,0,0,8,6,3
90000,1,-1,2,24,0,103557,3722,17259.5,620.3333333333334,-2,-0.3333333333333333,0,0,0,0,2,9,3
240000,1,2,2,28,0,238635,200686,39772.5,33447.666666666664,-6,-1.0,3,3,1,1,5,1,6
260000,1,2,2,32,0,209538,177079,34923.0,29513.166666666668,-5,-0.8333333333333334,3,3,1,1,5,1,8
120000,1,2,2,27,0,158272,10980,26378.666666666668,1830.0,0,0.0,0,0,0,0,4,4,6
80000,1,2,2,27,0,246362,3800,41060.333333333336,633.3333333333334,-1,-0.16666666666666666,3,3,0,0,4,4,6
160000,1,1,2,27,0,123228,112243,20538.0,18707.166666666668,-6,-1.0,0,0,2,2,5,1,6
130000,1,2,2,27,0,24005,8320,4000.8333333333335,1386.6666666666667,-1,-0.16666666666666666,0,0,0,0,4,4,6
20000,1,1,2,23,0,62998,42077,10499.666666666666,7012.833333333333,-6,-1.0,0,0,2,2,5,1,3
170000,1,2,1,26,0,153034,57316,25505.666666666668,9552.666666666666,-2,-0.3333333333333333,0,0,2,2,2,9,6
110000,1,3,2,27,0,362205,50167,60367.5,8361.166666666666,0,0.0,3,3,2,2,4,4,6
50000,1,2,1,25,0,171353,7756,28558.833333333332,1292.6666666666667,0,0.0,3,3,0,0,4,4,3
70000,1,2,2,26,0,299866,14030,49977.666666666664,2338.3333333333335,2,0.3333333333333333,3,3,0,0,1,0,6
80000,1,2,2,25,0,236713,6007,39452.166666666664,1001.1666666666666,-4,-0.6666666666666666,3,3,0,0,2,9,3
50000,1,1,2,25,0,45718,9148,7619.666666666667,1524.6666666666667,-4,-0.6666666666666666,0,0,0,0,2,9,3
60000,1,1,2,27,0,204039,70874,34006.5,11812.333333333334,-2,-0.3333333333333333,3,3,2,2,2,9,6
100000,1,2,1,28,0,286821,9988,47803.5,1664.6666666666667,0,0.0,3,3,0,0,4,4,6
50000,1,1,2,27,0,212315,59600,35385.833333333336,9933.333333333334,6,1.0,3,3,2,2,6,7,6
180000,1,1,1,28,0,819015,20148,136502.5,3358.0,7,1.1666666666666667,1,1,0,0,6,7,6
250000,1,1,2,27,0,22286,25391,3714.3333333333335,4231.833333333333,-5,-0.8333333333333334,0,0,0,0,5,1,6
140000,1,2,2,27,0,380594,130356,63432.333333333336,21726.0,-2,-0.3333333333333333,3,3,1,1,2,9,6
200000,1,1,2,28,0,59228,26238,9871.333333333334,4373.0,-6,-1.0,0,0,0,0,5,1,6
70000,1,1,2,29,0,212957,11848,35492.833333333336,1974.6666666666667,2,0.3333333333333333,3,3,0,0,1,0,0
160000,1,2,2,28,0,8720,1554,1453.3333333333333,259.0,-8,-1.3333333333333333,0,0,0,0,8,6,6
50000,1,1,2,28,0,72037,28185,12006.166666666666,4697.5,-2,-0.3333333333333333,0,0,0,0,2,9,6
30000,1,2,2,28,0,168076,8200,28012.666666666668,1366.6666666666667,5,0.8333333333333334,3,3,0,0,6,7,6
110000,1,1,2,28,0,556186,21300,92697.66666666667,3550.0,0,0.0,1,1,0,0,4,4,6
180000,1,1,2,27,0,172279,53117,28713.166666666668,8852.833333333334,0,0.0,3,3,2,2,4,4,6
150000,1,1,2,28,0,377127,137178,62854.5,22863.0,0,0.0,3,3,1,1,4,4,6
110000,1,2,2,28,0,608623,24763,101437.16666666667,4127.166666666667,0,0.0,1,1,0,0,4,4,6
90000,1,1,2,27,0,524812,20900,87468.66666666667,3483.3333333333335,2,0.3333333333333333,1,1,0,0,1,0,6
110000,1,1,2,28,0,562726,21100,93787.66666666667,3516.6666666666665,0,0.0,1,1,0,0,4,4,6
40000,1,2,2,28,0,-2282,40484,-380.3333333333333,6747.333333333333,-10,-1.6666666666666667,0,0,0,0,8,6,6
130000,1,-1,1,37,0,17005,16038,2834.1666666666665,2673.0,-6,-1.0,0,0,0,0,5,1,4
40000,1,1,2,28,0,143083,42189,23847.166666666668,7031.5,0,0.0,0,0,2,2,4,4,6
180000,1,1,2,27,0,77070,5000,12845.0,833.3333333333334,4,0.6666666666666666,0,0,0,0,1,0,6
210000,1,2,2,28,1,924366,241968,154061.0,40328.0,1,0.16666666666666666,4,4,1,1,4,4,6
200000,1,-1,2,28,0,68517,82171,11419.5,13695.166666666666,-5,-0.8333333333333334,0,0,2,2,5,1,6
260000,1,2,2,28,0,1352800,52650,225466.66666666666,8775.0,0,0.0,4,4,2,2,4,4,6
20000,1,2,2,25,0,4937,6700,822.8333333333334,1116.6666666666667,-4,-0.6666666666666666,0,0,0,0,2,9,3
150000,1,2,1,29,0,14075,0,2345.8333333333335,0.0,-8,-1.3333333333333333,0,0,0,0,8,6,0
250000,1,2,2,26,0,537067,104903,89511.16666666667,17483.833333333332,0,0.0,1,1,2,2,4,4,6
80000,1,1,2,27,0,337657,41524,56276.166666666664,6920.666666666667,0,0.0,3,3,2,2,4,4,6
30000,1,2,2,24,1,102036,7638,17006.0,1273.0,2,0.3333333333333333,0,0,0,0,1,0,3
20000,1,3,1,27,0,-998,9802,-166.33333333333334,1633.6666666666667,-12,-2.0,0,0,0,0,0,2,6
50000,1,2,1,29,1,148341,8250,24723.5,1375.0,5,0.8333333333333334,0,0,0,0,6,7,0
460000,1,1,2,29,0,2257639,81933,376273.1666666667,13655.5,0,0.0,2,2,2,2,4,4,0
340000,1,2,1,30,0,110382,39139,18397.0,6523.166666666667,-3,-0.5,0,0,0,0,2,9,0
10000,1,2,2,23,0,36907,5962,6151.166666666667,993.6666666666666,0,0.0,0,0,0,0,4,4,3
50000,1,2,2,24,0,69473,5928,11578.833333333334,988.0,2,0.3333333333333333,0,0,0,0,1,0,3
110000,1,2,2,24,0,439565,18311,73260.83333333333,3051.8333333333335,0,0.0,3,3,0,0,4,4,3
50000,1,2,2,22,0,210122,10472,35020.333333333336,1745.3333333333333,6,1.0,3,3,0,0,6,7,3
100000,1,1,2,27,1,3900,3830,650.0,638.3333333333334,-2,-0.3333333333333333,0,0,0,0,2,9,6
80000,1,1,2,27,0,5534,5134,922.3333333333334,855.6666666666666,-6,-1.0,0,0,0,0,5,1,6
500000,1,2,2,28,0,238931,58472,39821.833333333336,9745.333333333334,0,0.0,3,3,2,2,4,4,6
360000,1,1,2,28,0,0,0,0.0,0.0,-12,-2.0,0,0,0,0,0,2,6
280000,1,2,1,29,0,7809,9611,1301.5,1601.8333333333333,-3,-0.5,0,0,0,0,2,9,0
300000,1,2,1,29,0,56472,29312,9412.0,4885.333333333333,-2,-0.3333333333333333,0,0,0,0,2,9,0
20000,1,3,2,27,0,1170,780,195.0,130.0,-8,-1.3333333333333333,0,0,0,0,8,6,6
460000,1,-1,2,28,0,134617,84721,22436.166666666668,14120.166666666666,-5,-0.8333333333333334,0,0,2,2,5,1,6
500000,1,1,2,28,0,1122439,275030,187073.16666666666,45838.333333333336,0,0.0,4,4,1,1,4,4,6
500000,1,1,2,27,0,2127534,543689,354589.0,90614.83333333333,0,0.0,2,2,3,3,4,4,6
360000,1,1,2,28,0,85251,26698,14208.5,4449.666666666667,-2,-0.3333333333333333,0,0,0,0,2,9,6
50000,1,2,2,27,0,40546,37585,6757.666666666667,6264.166666666667,-12,-2.0,0,0,0,0,0,2,6
30000,1,1,2,29,0,96967,26515,16161.166666666666,4419.166666666667,-3,-0.5,0,0,0,0,2,9,0
140000,1,1,2,29,0,0,0,0.0,0.0,-9,-1.5,0,0,0,0,8,6,0
50000,1,1,2,29,0,2559,2160,426.5,360.0,-6,-1.0,0,0,0,0,5,1,0
20000,1,1,2,29,0,122360,8800,20393.333333333332,1466.6666666666667,0,0.0,0,0,0,0,4,4,0
20000,1,3,1,29,0,44953,13000,7492.166666666667,2166.6666666666665,-4,-0.6666666666666666,0,0,0,0,2,9,0
80000,1,2,2,27,1,367111,19515,61185.166666666664,3252.5,4,0.6666666666666666,3,3,0,0,1,0,6
230000,1,2,1,28,0,1170752,273901,195125.33333333334,45650.166666666664,-1,-0.16666666666666666,4,4,1,1,4,4,6
110000,1,2,2,27,0,540185,19909,90030.83333333333,3318.1666666666665,0,0.0,1,1,0,0,4,4,6
90000,1,2,2,27,0,222350,6702,37058.333333333336,1117.0,0,0.0,3,3,0,0,4,4,6
200000,1,1,2,28,0,4359,2487,726.5,414.5,4,0.6666666666666666,0,0,0,0,1,0,6
60000,1,1,2,25,0,313100,25586,52183.333333333336,4264.333333333333,0,0.0,3,3,0,0,4,4,3
50000,1,2,2,29,1,251248,13832,41874.666666666664,2305.3333333333335,11,1.8333333333333333,3,3,0,0,3,3,0
130000,1,1,2,29,0,496379,18412,82729.83333333333,3068.6666666666665,0,0.0,1,1,0,0,4,4,0
260000,1,2,1,29,0,37379,10785,6229.833333333333,1797.5,-5,-0.8333333333333334,0,0,0,0,5,1,0
180000,2,-1,2,29,1,2150,2150,358.3333333333333,358.3333333333333,-12,-2.0,0,0,0,0,0,2,0
240000,1,2,2,29,0,572798,21100,95466.33333333333,3516.6666666666665,0,0.0,1,1,0,0,4,4,0
150000,1,-1,2,28,0,79940,29371,13323.333333333334,4895.166666666667,-2,-0.3333333333333333,0,0,0,0,2,9,6
260000,1,1,2,28,0,5057,5419,842.8333333333334,903.1666666666666,-12,-2.0,0,0,0,0,0,2,6
100000,1,1,2,29,1,4162,4640,693.6666666666666,773.3333333333334,-4,-0.6666666666666666,0,0,0,0,2,9,0
50000,1,2,2,29,0,99910,8400,16651.666666666668,1400.0,2,0.3333333333333333,0,0,0,0,1,0,0
150000,1,1,2,27,0,762372,64790,127062.0,10798.333333333334,0,0.0,1,1,2,2,4,4,6
40000,1,1,2,27,0,152351,7056,25391.833333333332,1176.0,0,0.0,0,0,0,0,4,4,6
20000,1,2,2,24,0,114058,5374,19009.666666666668,895.6666666666666,0,0.0,0,0,0,0,4,4,3
30000,1,1,2,28,0,177054,11700,29509.0,1950.0,0,0.0,3,3,0,0,4,4,6
280000,1,1,2,28,0,28750,22410,4791.666666666667,3735.0,-12,-2.0,0,0,0,0,0,2,6
430000,1,1,2,29,0,2201124,139864,366854.0,23310.666666666668,0,0.0,2,2,1,1,4,4,0
70000,1,2,2,29,1,121098,8000,20183.0,1333.3333333333333,2,0.3333333333333333,0,0,0,0,1,0,0
30000,1,3,2,29,0,161646,7710,26941.0,1285.0,0,0.0,0,0,0,0,4,4,0
30000,1,2,2,27,0,136870,38450,22811.666666666668,6408.333333333333,-6,-1.0,0,0,0,0,5,1,6
80000,1,1,2,29,0,79671,26112,13278.5,4352.0,-2,-0.3333333333333333,0,0,0,0,2,9,0
50000,1,1,2,27,0,232587,7221,38764.5,1203.5,0,0.0,3,3,0,0,4,4,6
230000,1,1,2,27,0,79685,106070,13280.833333333334,17678.333333333332,0,0.0,0,0,2,2,4,4,6
230000,1,1,2,29,0,248027,17500,41337.833333333336,2916.6666666666665,4,0.6666666666666666,3,3,0,0,1,0,0
110000,1,2,2,29,1,319077,13354,53179.5,2225.6666666666665,8,1.3333333333333333,3,3,0,0,6,7,0
200000,1,2,2,29,1,15000,0,2500.0,0.0,19,3.1666666666666665,0,0,0,0,9,8,0
50000,1,1,2,28,0,268448,12100,44741.333333333336,2016.6666666666667,0,0.0,3,3,0,0,4,4,6
60000,1,1,2,28,0,202144,9719,33690.666666666664,1619.8333333333333,6,1.0,3,3,0,0,6,7,6
20000,1,-1,2,28,0,370,6590,61.666666666666664,1098.3333333333333,-7,-1.1666666666666667,0,0,0,0,5,1,6
320000,1,2,2,29,0,971460,60000,161910.0,10000.0,2,0.3333333333333333,4,4,2,2,1,0,0
220000,1,1,2,28,0,938426,48000,156404.33333333334,8000.0,0,0.0,4,4,2,2,4,4,6
470000,1,1,2,29,0,1223651,46345,203941.83333333334,7724.166666666667,-1,-0.16666666666666666,4,4,2,2,4,4,0
60000,1,1,2,29,0,94598,10500,15766.333333333334,1750.0,0,0.0,0,0,0,0,4,4,0
330000,1,2,1,29,0,96374,8693,16062.333333333334,1448.8333333333333,0,0.0,0,0,0,0,4,4,0
110000,1,2,2,28,1,667267,22700,111211.16666666667,3783.3333333333335,10,1.6666666666666667,1,1,0,0,3,3,6
80000,1,2,1,29,1,73526,3100,12254.333333333334,516.6666666666666,15,2.5,0,0,0,0,9,8,0
290000,1,1,2,30,0,1450433,65141,241738.83333333334,10856.833333333334,0,0.0,4,4,2,2,4,4,0
20000,1,2,2,22,1,14400,0,2400.0,0.0,28,4.666666666666667,0,0,0,0,7,5,3
30000,1,1,2,28,0,46892,4661,7815.333333333333,776.8333333333334,8,1.3333333333333333,0,0,0,0,6,7,6
80000,1,3,2,27,0,383764,20980,63960.666666666664,3496.6666666666665,0,0.0,3,3,0,0,4,4,6
50000,1,2,1,28,1,22872,92425,3812.0,15404.166666666666,-3,-0.5,0,0,2,2,2,9,6
150000,1,2,2,28,0,95398,7727,15899.666666666666,1287.8333333333333,-9,-1.5,0,0,0,0,8,6,6
20000,1,3,2,28,0,110144,4352,18357.333333333332,725.3333333333334,7,1.1666666666666667,0,0,0,0,6,7,6
140000,1,2,2,24,0,558188,20400,93031.33333333333,3400.0,0,0.0,1,1,0,0,4,4,3
260000,1,1,2,30,0,1086361,67000,181060.16666666666,11166.666666666666,-1,-0.16666666666666666,4,4,2,2,4,4,0
120000,1,2,2,30,0,7574,6100,1262.3333333333333,1016.6666666666666,-6,-1.0,0,0,0,0,5,1,0
110000,1,2,1,30,0,254020,70415,42336.666666666664,11735.833333333334,3,0.5,3,3,2,2,1,0,0
140000,1,1,2,30,0,829821,34043,138303.5,5673.833333333333,0,0.0,1,1,0,0,4,4,0
100000,1,1,2,27,0,601781,47786,100296.83333333333,7964.333333333333,3,0.5,1,1,2,2,1,0,6
360000,1,1,2,30,0,243179,195052,40529.833333333336,32508.666666666668,-4,-0.6666666666666666,3,3,1,1,2,9,0
70000,1,2,1,30,0,333931,12782,55655.166666666664,2130.3333333333335,0,0.0,3,3,0,0,4,4,0
210000,1,1,1,30,0,611789,40025,101964.83333333333,6670.833333333333,0,0.0,1,1,0,0,4,4,0
200000,1,2,2,30,0,96190,96082,16031.666666666666,16013.666666666666,-6,-1.0,0,0,2,2,5,1,0
200000,1,2,2,28,0,568037,24513,94672.83333333333,4085.5,0,0.0,1,1,0,0,4,4,6
160000,1,1,2,28,0,837361,75909,139560.16666666666,12651.5,0,0.0,1,1,2,2,4,4,6
120000,1,1,2,31,1,-2520,3901,-420.0,650.1666666666666,-7,-1.1666666666666667,0,0,0,0,5,1,0
180000,1,2,2,32,0,1036450,42326,172741.66666666666,7054.333333333333,3,0.5,4,4,2,2,1,0,8
240000,1,2,2,29,0,1212790,270603,202131.66666666666,45100.5,0,0.0,4,4,1,1,4,4,0
120000,1,2,2,27,1,638267,21831,106377.83333333333,3638.5,0,0.0,1,1,0,0,4,4,6
200000,1,2,2,28,0,235806,19290,39301.0,3215.0,-3,-0.5,3,3,0,0,2,9,6
280000,1,1,1,30,0,958021,106228,159670.16666666666,17704.666666666668,0,0.0,4,4,2,2,4,4,0
20000,1,3,1,30,1,31254,3715,5209.0,619.1666666666666,-5,-0.8333333333333334,0,0,0,0,5,1,0
20000,1,2,1,30,1,107660,7970,17943.333333333332,1328.3333333333333,11,1.8333333333333333,0,0,0,0,3,3,0
260000,1,2,2,29,1,22184,33889,3697.3333333333335,5648.166666666667,2,0.3333333333333333,0,0,0,0,1,0,0
220000,1,2,2,29,0,1952,2272,325.3333333333333,378.6666666666667,-6,-1.0,0,0,0,0,5,1,0
30000,1,2,1,30,0,46600,41306,7766.666666666667,6884.333333333333,-10,-1.6666666666666667,0,0,2,2,8,6,0
80000,1,2,1,29,0,193822,42950,32303.666666666668,7158.333333333333,-3,-0.5,3,3,2,2,2,9,0
80000,1,2,2,30,1,420569,14600,70094.83333333333,2433.3333333333335,12,2.0,3,3,0,0,3,3,0
140000,1,1,2,30,0,10120,8043,1686.6666666666667,1340.5,0,0.0,0,0,0,0,4,4,0
220000,1,3,1,30,1,2730,2340,455.0,390.0,-3,-0.5,0,0,0,0,2,9,0
110000,1,1,2,30,0,308840,33000,51473.333333333336,5500.0,0,0.0,3,3,0,0,4,4,0
240000,1,2,1,31,0,1061564,43948,176927.33333333334,7324.666666666667,0,0.0,4,4,2,2,4,4,0
170000,1,1,2,28,0,668808,89209,111468.0,14868.166666666666,0,0.0,1,1,2,2,4,4,6
210000,1,1,1,31,0,857971,32111,142995.16666666666,5351.833333333333,0,0.0,1,1,0,0,4,4,0
300000,1,1,2,29,1,15435,13581,2572.5,2263.5,-12,-2.0,0,0,0,0,0,2,0
190000,1,3,2,26,0,624739,24334,104123.16666666667,4055.6666666666665,2,0.3333333333333333,1,1,0,0,1,0,6
200000,1,3,2,27,0,943701,240920,157283.5,40153.333333333336,-2,-0.3333333333333333,4,4,1,1,2,9,6
150000,1,2,2,25,0,782697,102200,130449.5,17033.333333333332,0,0.0,1,1,2,2,4,4,3
50000,1,2,2,23,0,111746,7289,18624.333333333332,1214.8333333333333,2,0.3333333333333333,0,0,0,0,1,0,3
10000,1,1,2,24,0,26312,12500,4385.333333333333,2083.3333333333335,-7,-1.1666666666666667,0,0,0,0,5,1,3
70000,1,1,2,31,0,146228,176410,24371.333333333332,29401.666666666668,-12,-2.0,0,0,1,1,0,2,0
470000,1,1,2,30,0,41836,39770,6972.666666666667,6628.333333333333,-12,-2.0,0,0,0,0,0,2,0
250000,1,1,2,28,0,27119,28532,4519.833333333333,4755.333333333333,-10,-1.6666666666666667,0,0,0,0,8,6,6
70000,1,3,2,28,0,203593,56112,33932.166666666664,9352.0,0,0.0,3,3,2,2,4,4,6
80000,1,1,2,28,0,254,254,42.333333333333336,42.333333333333336,-6,-1.0,0,0,0,0,5,1,6
